,War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect,Normalized Participant
13661,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,eastward expansion of NATO,nuclear risk during the Russian invasion of Ukraine,Russia
13671,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,eastward expansion of NATO,2022 annexation referendums in Russian-occupied Ukraine,Russia
13677,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,eastward expansion of NATO,2022 annexation referendums in Russian-occupied Ukraine,Russia
13699,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,accession of Finland and Sweden to NATO,Russia
13706,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13716,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13734,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,Q117749106,Russia
13737,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,Q117749106,Russia
13746,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,accession of Finland and Sweden to NATO,Russia
13754,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,Q117749106,Russia
13763,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13770,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,nuclear risk during the Russian invasion of Ukraine,Russia
13787,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,nuclear risk during the Russian invasion of Ukraine,Russia
13797,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,nuclear risk during the Russian invasion of Ukraine,Russia
13799,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,nuclear risk during the Russian invasion of Ukraine,Russia
13808,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13820,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13826,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,accession of Finland and Sweden to NATO,Russia
13845,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13872,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13875,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13885,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13892,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13902,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,2022 annexation referendums in Russian-occupied Ukraine,Russia
13911,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,eastward expansion of NATO,Wagner Group–Russian Ministry of Defence conflict,Russia
13914,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,eastward expansion of NATO,Q117749106,Russia
13926,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,eastward expansion of NATO,Wagner Group rebellion,Russia
13941,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,eastward expansion of NATO,Q117749106,Russia
13956,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,eastward expansion of NATO,Wagner Group rebellion,Russia
13974,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,eastward expansion of NATO,Wagner Group rebellion,Russia
13984,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,eastward expansion of NATO,Wagner Group rebellion,Russia
13991,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14001,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14008,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14018,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14035,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,eastward expansion of NATO,attacks in Russia during the Russian invasion of Ukraine,Russia
14049,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14059,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14070,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14073,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14082,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,2022 annexation referendums in Russian-occupied Ukraine,Russia
14092,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,2022 annexation referendums in Russian-occupied Ukraine,Russia
14100,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,presidency of Viktor Yanukovych,Wagner Group–Russian Ministry of Defence conflict,Russia
14101,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14111,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,decommunization in Ukraine,Wagner Group–Russian Ministry of Defence conflict,Russia
14129,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,presidency of Viktor Yanukovych,Wagner Group–Russian Ministry of Defence conflict,Russia
14136,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14144,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14161,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
14171,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,2024 Russian presidential election,reactions to the Russian invasion of Ukraine,Russia
14174,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14184,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14191,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14201,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14213,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,2024 Russian presidential election,Finland–NATO relations,Russia
14223,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,2024 Russian presidential election,Finland–NATO relations,Russia
14240,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,2024 Russian presidential election,Finland–NATO relations,Russia
14253,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,2024 Russian presidential election,Finland–NATO relations,Russia
14263,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Ukraine bioweapons conspiracy theory,Finland–NATO relations,Russia
14271,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,2024 Russian presidential election,Finland–NATO relations,Russia
14281,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,2024 Russian presidential election,Finland–NATO relations,Russia
14293,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,Wagner Group–Russian Ministry of Defence conflict,Russia
14310,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14320,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14322,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,Wagner Group–Russian Ministry of Defence conflict,Russia
14326,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,2024 Russian presidential election,Ukrainian refugee crisis,Russia
14336,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,2024 Russian presidential election,Ukrainian refugee crisis,Russia
14354,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,2024 Russian presidential election,Ukrainian refugee crisis,Russia
14360,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,2024 Russian presidential election,Finland–NATO relations,Russia
14364,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Ukraine bioweapons conspiracy theory,economic impact of the Russian invasion of Ukraine,Russia
14374,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Ukraine bioweapons conspiracy theory,economic impact of the Russian invasion of Ukraine,Russia
14381,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14391,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,2024 Russian presidential election,economic impact of the Russian invasion of Ukraine,Russia
14403,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14413,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14422,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,2024 Russian presidential election,Call Russia,Russia
14431,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14443,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,Wagner Group rebellion,Russia
14456,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,2022 Russian mobilization,Russia
14466,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,2022 Russian mobilization,Russia
14473,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,Wagner Group rebellion,Russia
14483,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,Wagner Group rebellion,Russia
14490,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,Wagner Group rebellion,Russia
14500,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,Wagner Group rebellion,Russia
14520,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14527,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14537,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14550,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
14560,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
14568,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14578,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,nuclear risk during the Russian invasion of Ukraine,Russia
14592,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
14609,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
14619,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
14621,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
14632,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,2024 Russian presidential election,Ukrainian refugee crisis,Russia
14641,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Ukraine bioweapons conspiracy theory,international sanctions during the Russian invasion of Ukraine,Russia
14650,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Ukraine bioweapons conspiracy theory,international sanctions during the Russian invasion of Ukraine,Russia
14668,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14671,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,anti-Ukrainian sentiment,Wagner Group–Russian Ministry of Defence conflict,Russia
14680,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,Wagner Group rebellion,Russia
14690,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,Wagner Group rebellion,Russia
14702,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
14712,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,2024 Russian presidential election,international sanctions during the Russian invasion of Ukraine,Russia
